TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Graptopetalum_macdougallii	1	0			2.5-3.5	0.8-1.5	ligulate	thyrses	5	6-8			obovate	5	7-10		green	ovate-lanceolate	10			0.6-0.7		on somewhat shady rocks, rarely epiphytic	1200-2100	Original				0.652173913
Graptopetalum_marginatum	1	0			(4-)5-6.5 	2-3	obovate-spatulate	thyrses		3-5	1	glaucous-green			10	3	greenish-cream	deltoid	10		0.75	0.6-0.7		steep rocky cliffs in (sub-)deciduous forest	670	Original				0.695652174
Graptopetalum_mendozae	1	0	10-15		1.8	1.1	obovate	thyrses							4-5	2.5-3	white	triangular-ovate	10		0.5-1	0.6-0.7		volcanic cones	100-200	Original				0.608695652
Graptopetalum_pachyphyllum	1	0	<=7		0.8-1.5(-2.2) 	 0.4-0.7(-1.1)	clavate, oblanceolate, spatulate	thyrses	5	2-8	1-2.5		oblong	5	6-10	2.5-4.5	greenish-whitish	triangular-lanceolate	10		0.6-0.8	0.6-0.7	summer	shady rocks and cliffs	1900-2300	Original				0.869565217
Graptopetalum_paraguayense	1	0			4-7(-8)	1.5-3(-4)	cuneate, obovate	thyrses	5		1.3-3		triangular-ovate	5	6-8	3-4.5	white	triangular-ovate	10		0.5-1	0.6-0.7		Only known from cultivation, probably E-C Mexico; neophytic in Australia (Queensland).		Original				0.739130435
Graptopetalum_pentandrum	1	0	<=15		2-4(-5.5) 	1.5 - 2.3	obovate, cuneate	thyrses	5	3.5-4	1.5		narrowly ovate	5	5-7	1.75-2.75	yellowish-white		5		1	0.6-0.7		shady rock cliffs	1200	Original				0.782608696
Graptopetalum_pusillum	1	0	<=10		2-4		spatulate, linear	thyrses	5	2-3			linear	5	8-10		yellowish, cream		(10-)12-14(-20)			0.6-0.7				Original				0.608695652
Graptopetalum_rusbyi	1	0	<=1.5		1.5-5	0.6-1.5	rhombic, obovate, oblanceolate	thyrses	(5-)6-7(-10)	2.5-6	0.7-1.8		elliptic	(5-)6-7(-10)	7-10.5	1.2-2(-2.5)	yellowish-white, white, greenish	narrowly triangular-lanceolate	10		1-1.5	0.6-0.7		N- exposed shaded slopes and cliffs	(10-)600-1600	Original				0.826086957
Graptopetalum_saxifragoides	1	0	<=3		1-1.5	0.4-0.5	linear, oblanceolate, ovate	thyrses	5	5-7	2-3		oblong, ovate	5	7-14	2	cream-white, yellowish	narrowly lanceolate	10		1	0.6-0.7	summer		2400	Original				0.869565217
Haloragis_acutangula	0,1	0	20-30	0	1-3		linear, linear-lanceolate	spicate	4	0.8-1			deltoid	4	2.4-3		green, red		8					mainly in coastal and near-coastal situations		Original				0.608695652
Haloragis_aspera	1	0	18-25	0	1-3.5	0.3-0.8	lanceolate, narrowly ovate	cymes	4	1-1.5(-1.7)			deltoid	4	2.1-3		green, red		8				winter	Mainly found in drier areas		Original				0.695652174
Meionectes_brownii	1		10-60	0	2-5.5		ovate	spicate	2	0.8-1			deltoid	2	1.7-2.9				4							Original				0.52173913
Haloragis_dura	1	0	25-35	0	1.2-2.3		lanceolate, oblanceolate, subcuneate	spicate	4	1			ovate	4	2.5-2.8		red		8							Original				0.608695652
Haloragis_erecta	0,1		<=100	(0.2-)0.5-1.7(-3)	(1.2-)1.5-7(-9)	(0.3-)0.5-2.5(-3.5)	lanceolate, elliptic, oblong-elliptic, orbicular, broad-ovate	cymes	4	0.8-1.2	0.4-1	red, green	deltoid	4	1.5-2(-2.5)	1.2-1.4	cream, red		8				summer, fall	Open, disturbed areas	0-100(-1000)	Original				0.782608696
Haloragis_exalata	0		100-150		6-10	1.3-2.4	lanceolate, oblong	spicate	4	0.6-0.8			ovate, deltoid	4	2.4-3.3		yellow-green, reddish		8	1.6-2						Original				0.608695652
Haloragis_eyreana	1	0	10-30	0	0.5-2		linear	spicate	3	0.7-0.8			deltoid	3	2		greenish-yellow		6							Original				0.608695652
Haloragis_foliosa	0,1	0	<=50	0	3-4.5		linear, linear-lanceolate	spicate	4	1.3-1.9			ovate, subcordate	4	3-3.2		green		8							Original				0.608695652
Haloragis_glauca	1	0	30-50	0	3.5-5		narrowly lanceolate, oblanceolate	spicate	4	1-1.2			linear-lanceolate	4	1.8-3		green, yellow		8							Original				0.608695652
Haloragis_hamata	0		35-55	0	1.5-3		linear, oblong	spicate	4	0.7-0.8			ovate, narrowly ovate	4	1.8-1.9		red-green, yellowish		8							Original				0.565217391
Haloragis_heterophylla	1	0	15-50	0	1-3		linear	spicate	4	0.8-1.2			narrowly deltoid	4	2.2-2.8		red		8							Original				0.608695652
Haloragis_odontocarpa	1	1	30-45	<=2	4.5-6		ovate	spicate	4	0.6-1			deltoid	4	2-2.6		yellow-green		8					Widespread in the semi-arid areas of all mainland States		Original				0.608695652
Haloragis_serra	0,1	0	40-90	0	2.5-6		lanceolate, narrowly lanceolate	spicate	4	0.7-0.8			ovate-deltoid	4	2.4-4.9		yellow, green		8					Occurs on the ranges and western slopes of the Great Divide, N.S.W.		Original				0.608695652
Haloragis_stricta	1	0	25-50	0	2.5-4		linear-lanceolate	spicate	4	0.6-0.9			lanceolate	4	2.4-3		brown		8							Original				0.608695652
Meionectes_tenuifolia	1	1	23-50	0	1.5-5			spicate	3	0.5-0.6			broadly ovate	3	2.7-3				6							Original				0.52173913
Haloragis_trigonocarpa	1	1	10-40	<=1	2-5.5		linear, lanceolate	spicate	3	0.6-0.9			cordate, rhomboid	3	2-2.7		red		6							Original				0.608695652
Haloragodendron_baeuerlenii	0		100-200	0.05-0.06	3-3.5	0.6-0.8	lanceolate		4	1-1.4			deltoid	4	5-5.5			navicular	8							Original				0.565217391
Haloragodendron_glandulosum	0		100-150	0	0.9-1.4	0.2-0.4	linear, narrowly oblong		4	0.8-1.2			deltoid	4	5			navicular	8							Original				0.565217391
Haloragodendron_lucasii	0		<=100	0	2.5-3	0.4-0.5	oblanceolate		4	1			deltoid	4	9.5-12			shallowly navicular	8							Original				0.565217391
Haloragodendron_monospermum	0		100-200	0	1.3-1.9	0.1-0.15	narrowly lanceolate		4	0.7			deltoid	4	4.5-5			shallowly navicular	8							Original				0.565217391
Haloragodendron_racemosum	0		200-300	1	6-9	0.6-0.8	narrowly lanceolate		4	0.6			deltoid, ovate	4	3			navicular	8							Original				0.565217391
Hamamelis_japonica	0	0	200-500(-1200)	0.5-1.5	5-10(-14)	3.5-7(-11)	rhombic-orbicular, widely ovate-orbicular	capitula	5	3		purple, green			10-13		yellow	linear				8	spring	Forests on mountains		Original				0.695652174
Hamamelis_mollis	0	0	<=800	0.6-1	8-15	6-10	broadly obovate-rounded, oblong	capitula, spicate	4	3		brown	ovate	4	15		yellow		4		1-1.5	8	spring	Thickets, forests	300-800	Original				0.826086957
Hamamelis_vernalis	0	0	200-400	0.7-1.5(-1.8)	7-13	6.7-13	obovate	axillary						4	7-10		reddish, deep red, orange, yellow	liguliform	4			7-9	winter	Gravel bars and rocky stream banks, developing thickets, rarely on wooded hillsides	100-400	Original				0.652173913
Hamamelis_virginiana	0	0	600-1060	0.6-1.5(-2)	3.7-16.7 	2.5-13 	broad-elliptic, suborbicular, obovate	axillary						4	10-20		pale yellow, deep yellow, reddish	liguliform	4			5-9	fall	Dry woodland slopes, moist woods, bluffs, and high hammocks	0-1500	Original				0.652173913
Heuchera_abramsii	1	0	6-15		0.5-2		ovate	thyrses	5	1.2-1.5		white, pink		5	1.5-2.5		white	spatulate, oblanceolate, linear	5	1.5	1.5-3	0.6	summer	Rocky soil in red fir forest	2800-3100	Original				0.782608696
Heuchera_acutifolia	1	0	(16-)26.25-76.5	(2.5-)4-14.5	3.5-8.25(-13.25)	3-7.75(-13)	ovate	thyrses	5	1-1.5		white, pink		5	2.7-3.2		white	narrowly lanceolate	5	2.6-3.2	3.5-3.9	0.5	spring	Outcrops and rocks in pine-oak forests, often in riparian canyons	1550-2850	Original				0.869565217
Heuchera_alba	1	0	26-77		4.5-9		broadly ovate, cordate	thyrses	5	3-4		white		5	2.8-3.5		white	broadly spatulate	5	2	0.5-6	0.6-1	spring, summer	Shaded or exposed sandstone rock outcroppings, ridges, and peaks	1300-1500	Original				0.782608696
Heuchera_americana	1	0	40-145		3.5-11		broadly ovate, cordate	thyrses	5	1-2.4		green		5	0.9-4		greenish, white, pink	narrowly spatulate	5	3-5	2.6-7	0.6-0.9 	spring, summer	Rich woods often over base-saturated granite and gneiss, or in shallow, rocky soil	70-1300	Original				0.782608696
Heuchera_bracteata	1	0	6-28(-38)		1.5-4		reniform, broadly ovate	thyrses	5	1-1.5		green		5	2		green 	oblanceolate	5	0.5-1	1-2	0.7-0.8	spring, summer	Shaded rocky ledges and outcrops	1700-3500	Original				0.782608696
Heuchera_brevistaminea	1	0	20-30		1.5-4		orbiculate, reniform	thyrses	5	1.3-1.4		white, pink		5	4-5		white	broadly oblanceolate	5	1	1-2	0.7	summer, fall	Rocky slopes in montane chaparral, yellow pine forests	1500-1900	Original				0.782608696
Heuchera_caespitosa	1	0	10-40		1-4		reniform, orbiculate	thyrses	5	1-1.2		white, pink		5	2-2.5		white	oblanceolate	5	0.5	0.5-1.5	0.7	summer	Shaded, rocky slopes	1900-2300	Original				0.782608696
Heuchera_caroliniana	1	0	30-105		3-10.5		broadly ovate	thyrses	5	0.4-1.5		greenish-white		5	0.6-1		white, pink	broadly spatulate	5	0.2-1.5	1-3.5	0.5-0.8	spring, summer	Rich upland woods on base-saturated substrates, basic dikes and basic rock outcroppings	30-300	Original				0.782608696
Heuchera_chlorantha	1	0	40-110		3-8		broadly ovate, suborbicular	thyrses	5	4-6		green		0-5	1.2-1.4		green	narrowly lanceolate	5	2-3	0.5-2.5	0.6-0.9	spring, summer	Grassy, rocky bluffs along shore lines, margins of forest openings, rocky stream banks	100-1200	Original				0.782608696
Heuchera_cylindrica	1	0	10-90		2.2-8		ovate, orbiculate	thyrses	5	2.5-5		white, cream		0-5	1		green	narrowly oblanceolate	5	1-2	0.5-3	0.6-0.9	spring, summer	Rocky soil, cliffs, to subalpine and alpine talus slopes	1000-3400	Original				0.782608696
Heuchera_eastwoodiae	1	0	30-50		2.5-8.5		orbiculate-cordate	thyrses	6	1-1.5		greenish-white		0-6			greenish	lanceolate	6	1	1-1.5	0.6	spring, summer	Shaded, rocky slopes	1500-1900	Original				0.739130435
Heuchera_elegans	1	0	10-40		1.5-3.5		reniform, orbiculate	thyrses	5	2		white, pink		5	3-5		white	broadly oblanceolate	5	0.5	1.5-2	0.7	spring, summer	Rocky sites in yellow pine and red fir forests	1500-2600	Original				0.782608696
Heuchera_glabra	1	0	15-60		3.5-10		rounded-cordate, orbiculate, polygonal	thyrses	5	0.5		white		5	1.8-2		white	narrowly elliptic	5	1-1.5	2-4	0.7-0.8	summer	Rock ledges and crevices along cliffs to above tree line	0-1500	Original				0.782608696
Heuchera_glomerulata	1	0	25-40		2.5-9		ovate, orbiculate	thyrses	5	1.5-2		white		5	1.5-1.8		white	narrowly oblanceolate	5	0.5	0.5-1	0.5	spring	Shaded, rocky slopes	1300-2000	Original				0.782608696
Heuchera_grossulariifolia	1	0	15-65		1-7		cordate, orbiculate	thyrses	5	2		white, greenish-white		5	1-3		pink, white	spatulate, narrowly oblanceolate	5	1.5	0.5-1	0.6	spring, summer	Grassy hillsides, rocky canyon walls, alpine talus slopes	100-3400	Original				0.782608696
Heuchera_hallii	1	0	10-30		1-3.8		rounded-reniform	thyrses	5	1.2-2		white		5	1.8-2.4		white	broadly oblanceolate	5	1	1-1.5	0.6	summer	Subalpine and alpine regions	2200-3000	Original				0.782608696
Heuchera_hirsutissima	1	0	10-40		1-1.5		orbiculate, reniform	thyrses	5	0.5-1.5		white, pink		5	2-2.5		white	oblanceolate	5	0.5	0.5-1.5	0.7	summer	Fir and subalpine forest	2100-3500	Original				0.782608696
Heuchera_lakelae	1	0	(11.5-)18.5-45	(1.5-)3-10	(1-)2-5	(1.25-)1.5-4	orbicular, ovate	thyrses	5	(1-)1.5-3		white, pink		5	2-3		white	ovate-spatulate, rhombic-spatulate	5	1.5-2	1	0.7-0.8	summer, fall	Alpine, subalpine zone, moist north-facing rock outcrops or talus slopes, mostly on limestone	3250-3700	Original				0.869565217
Heuchera_longiflora	1	0	30-95		3-12		broadly ovate, cordate	thyrses	5	2-3.7		green		5	1.8-5.5		white, pink, purple	spatulate	5	2.4	1.3-5.3	0.5-0.9	spring, summer	Rich, shaded woods and roadcuts over limestone substrates and outcroppings	100-500	Original				0.782608696
Heuchera_longipetala	1	0	25-67	(3.5-)5.5-27	(3.25-)4.5-12.5	(3.25-)4.5-10.5	ovate, orbicular	thyrses	5	1.4-2.2		white, pink		5	3.3-4.4		white	narrowly lanceolate	5	2.6-5.1	4.9-6.7	0.5-0.6	spring, summer, fall	Pink-oak, pine-fir woods on rock outcrops, often in riparian canyons	1900-3500	Original				0.869565217
Heuchera_maxima	1	0	9-30	7-22	6.3-17		pentagonal, septagonal	thyrses	5	0.7-2		white, pink		5	2-4		white	oblong-lanceolate	5	0.4-2.5	1.5-4	0.4	spring	Exposed cliffs	0-500	Original				0.826086957
Heuchera_merriamii	1	0	11-32	2.4-5	2.5-4.5		orbiculate, reniform, pentagonal	thyrses	5	1-2		white, pink		5	2-3.5		white	oblanceolate	5	 0.8-2	1-2.5	0.6	summer	Exposed granite ledges in subalpine forests	1500-2500	Original				0.826086957
Heuchera_mexicana	1	0	(13-)25-51.5	3-14	(1.5-)3.25-8(-10.25)	(1.5-)3-6.25(-11)	ovate, orbicular	thyrses	5	0.5-1.7		white, pink		5	1.7-3.1		white	narrowly lanceolate	5	2.1-3.9	2.3-3.4	0.6-0.9	spring, summer, fall	Pine-oak, pine-fir woods on talus and rock outcrops, often canyons and cliff-faces, generally on limestone	1000-3700	Original				0.869565217
Heuchera_micrantha	1	0	6-57		2.5-10		orbiculate, pentagonal	thyrses	5	0.6-1.2		white, pink		5	1.6-3.3 	0.2-0.7	white, pink	oblanceolate	5	3	1.6-3.1	0.5-0.8	spring, summer	Evergreen coniferous forests on basalt, schistose shale, metavolcanic, ultra basic, or serpentine-derived soils	10-1900	Original				0.826086957
Heuchera_missouriensis	1	0	15-31	5-22.5	(4.75-)8.5-9.75(-14.25)	(3.25-)5.75-6.5(-8)	reniform	thyrses	5	0.57-0.77		white, pink		5	2-2.5		white, pink	spatulate	5	1.5-1.75	1.5-1.75	0.3-0.5	summer, fall	Sandstone rockhouses		Original				0.869565217
Heuchera_novomexicana	1	0	30-50		2-6		reniform, rounded-cordate	thyrses	5	0.6-1.2		white		5	0.5-1		white	elliptic	5	0.5	0.5-1	0.5	summer	Shaded rocky ledges and outcrops	1800-2200	Original				0.782608696
Heuchera_parishii	1	0	8-40		2-4		broadly ovate, reniform	thyrses	5	0.5-2		white, pink		5	2-3		pink	narrowly oblanceolate	5	1.5	0.5-2.5	0.9	summer	Shaded rocky places in yellow pine and red fir forest	1500-3800	Original				0.782608696
Heuchera_parviflora	1	0	9-45		3-13		reniform, orbiculate	thyrses	5	0.5-1.3		white, pink		5	1.5-3.5		white, pink	narrowly oblanceolate	5	1.2-3.2	1-4	0.4-0.6	summer, fall	Shaded or north-facing sandstone or limestone ledges or rock undercuts	300-1800	Original				0.782608696
Heuchera_parvifolia	1	0	4-71		1-8		orbiculate, reniform, broadly cordate	thyrses	5	0.5-1.5		green		5	0.7-3		white	elliptic, rhombic	5	0.5	0.3-1.5	0.6-1	spring, summer, fall	Rock outcrops in valleys, foothills, canyon walls, subalpine and alpine slopes	1200-3900	Original				0.782608696
Heuchera_pilosissima	1	0	3-22	7-22	8-9		suborbiculate, pentagonal, septagonal	thyrses	5	0.8-2.2		white, pink		5	1.5-3.5		white, pink	oblong-elliptic	5	 0.4-2.3 	1-2	0.6	spring, summer	Pine belts on coastal bluffs on sandstone or decomposed granite	10-500	Original				0.826086957
Heuchera_puberula	1	0	10-40	3-24	(2-)3-13	(2.5-)3.5-15	reniform	thyrses	5			white, pink		5				linear-oblanceolate	5			0.5	summer, fall	Sandstone, dolomite rockhouses and cliffs		Original				0.652173913
Heuchera_pubescens	1	0	30-95		3-9		broadly ovate, cordate	thyrses	5	2-4.2		green		5	2.4-4.4		pink, purple	broadly spatulate	5	1.1-3.7	0.6-6	0.6-1	spring, summer	Shaded circumneutral rock outcroppings, ledges, and rocky cuts	1000-1400	Original				0.782608696
Heuchera_pulchella	1	0	7-15		0.5-2		orbiculate	thyrses	5	0.8-1.8		white, pink		5	2-2.5		pink, purple	lanceolate	5	1	1-2	0.8	summer, fall	Canyons and mountain slopes; of conservation concern	2700-3200	Original				0.782608696
Heuchera_richardsonii	1	0	(7-)20-95		2.5-10		broadly ovate, cordate	thyrses	5	1.3-4.2		green		5	1.3-4		green, greenish-white, pink	narrowly spatulate	5	1.5-4	0.3-6	0.6-0.9	spring, summer	Moist or dry, low or upland prairies, basic rock outcroppings and bluffs, sandy, dry woods	200-800	Original				0.782608696
Heuchera_rosendahlii	1	0	35-50	(1.5-)7-17.5	(2-)5-8.5	4.25-8.5	ovate	thyrses	5	0.6-1.2		white, pink		5	1.7-2.1		white	ovate	5	1.9-2.5	2	0.7	spring	Mixed deciduous-conifer forest and pine-oak forest on moist, often seeping outcrops, northern exposures	1250-2300	Original				0.869565217
Heuchera_rubescens	1	0	(6-)10-32(-50) 		0.6-4.5		suborbiculate, broadly ovate	thyrses	5	1-3.3		white, pink		5	2-3(-6)		pink	linear, narrowly oblanceolate	5	0.8-3 	0.5-2.5	0.5-0.9	spring, summer, fall	Cracks and ledges in shaded rocky cliffs and outcrops	900-3700	Original				0.782608696
Heuchera_sanguinea	1	0	20-40		2-5.5		reniform, orbiculate	thyrses	5	2-3		red		5	1.2-1.8		pink, cream	narrowly oblanceolate	5	1.5-3	1.5-3	0.5-0.6	spring, summer, fall	Moist, shaded rocks	1200-2600	Original				0.782608696
Heuchera_villosa	1	0	10-85		3-26		rounded-cordate, orbiculate, oblong, polygonal	thyrses	5	0.5-1.7		white, pink		5	1-3	0.1-0.2	white	linear, narrowly lanceolate	5	2-2.5	1.5-4	0.5-0.9	summer, fall	Shaded rocks and ledges, granite, gneiss, or acidic humus over limestone or shallow rocky soil	100-2000	Original				0.826086957
Heuchera_wellsiae	1	0	26-67	6-16	(2.5-)4-7	(3-)4-9.5	ovate	thyrses	5	0.9-1.3		white, pink		5	2.2-2.9		white	lanceolate	5	1.9-2.7	3		spring	Moist pine-oak forest on moist, often seeping outcrops, northern exposures	1800-2600	Original				0.826086957
Heuchera_woodsiaphila	1	0	8-20	4-8	2.5-4	2-3.5	broadly ovate, subreniform	thyrses	5	2.75-3.75		white, cream	oblong	0(-3)			white	lanceolate	5	2	1-1.5	0.75	summer	Forested granitic talus, Pseudotsuga menziesii/Abies bicolor woods	2550-2900	Original				0.869565217
Heuchera_wootonii	1	0	4-60		4-7		orbiculate	thyrses	5	0.5		green	triangular	5	1		white	widely elliptic	5	0.5-0.8	0.5-1	0.7	summer, fall	Rocky slopes	2100-3700	Original				0.826086957
Hieronymusia_alchemilloides	1	0	3.5-8.5(-11.5)	(1-)2-6	1-3.5	1.5-4	reniform	cymes	5	1-2			triangular	5	1-2		pink, white	ovate	5			0.385-0.460	winter, spring	Wet, rocky bluffs, sometimes in association with Araucaria species	3000-3800	Original				0.782608696
Hylotelephium_anacampseros	1	0		1.5-2	1.2-3	1.3-3	obovate, ovate, orbicular	cymes		2		green	triangular-ovate, lanceolate		4.8-5		purple	broadly lanceolate				1	summer			Original				0.652173913
Hylotelephium_angustum	1	0	50-80		4-7	1.5-2	oblong	cymes		1		green	lanceolate		3-3.5		reddish	oblong				1	summer, fall			Original				0.652173913
Hylotelephium_caucasicum	1	0	30-70		5-7	3-5	obovate	cymes		1.5		green	triangular		5		greenish-white	ovate				1	summer, fall			Original				0.652173913
Hylotelephium_cauticola	1	0	10-15		1-2.5	0.7-1.8	ovate-orbicular, elliptic	cymes		1.5		green	triangular-ovate		5-6		dark pink	lanceolate			1	1	summer, fall			Original				0.695652174
Hylotelephium_cyaneum	1	0	5-8		1-1.3	0.2-0.3	spatulate, oblanceolate	cymes		2-2.5		green	linear		5-6		red-purple	narrowly ovate				1	summer, fall			Original				0.652173913
Hylotelephium_erythrostictum	1	0	30-100		6-10	2-4	elliptic-ovate, elliptic	cymes		1.5		green	triangular		5-6		pink	elliptic-lanceolate			1	1	fall			Original				0.695652174
Hylotelephium_ewersii	1	0			1.5-2	1.5-2	orbicular, ovate, obovate	cymes		1.5-2		green	triangular		3.5-5		pink, pale purple	narrowly ovate			0.8	1	summer			Original				0.652173913
Hylotelephium_mingjinianum	1	0	20-35		4.6-8.5	0.8-2(-3.7)	elliptic, obovate, narrowly rhombic-elliptic	cymes		2-2.5		green	narrowly ovate		5-6		red-purple	elliptic			1	1	summer, fall			Original				0.695652174
Hylotelephium_pallescens	1	0	30-80		3-8	1-3.5	oblong-ovate, elliptic-lanceolate	cymes		2-3		green	triangular, lanceolate		4.5-6.5		red-purple, pink, white	elliptic, oblong-elliptic				1	summer, fall			Original				0.652173913
Hylotelephium_pluricaule	1	0	5-10		0.5-2.5	0.4-1	oblanceolate, narrowly obovate-orbicular	cymes		2		green	lanceolate-triangular, narrowly triangular		2		reddish-purple	broadly lanceolate			1.5	1	summer, fall			Original				0.695652174
Hylotelephium_populifolium	1	0	15-40		1.5-4	1-2.5	oblong-ovate, ovate	cymes		1.5-2		green	triangular		4.5-6		white, pinkish	linear-lanceolate			1	1	summer			Original				0.695652174
Hylotelephium_pseudospectabile	1	0	30-70		7-13	5-8	ovate, narrowly ovate	cymes		2		green	lanceolate		6-7		pink	narrowly oblong			1.5	1	summer, fall			Original				0.695652174
Hylotelephium_sieboldii	1	0			1-1.5	1.3-2	obovate, flabellate	cymes		1		green	triangular-ovate		4		pink	elliptic, oblanceolate			1	1	fall			Original				0.652173913
Hylotelephium_sordidum	1	0	10-25		2.5-4.5	1.5-3	ovate, ovate-round	cymes		1		green	triangular-ovate		3.5		pale yellowish-green	broadly elliptic			1	1	fall			Original				0.695652174
Hylotelephium_spectabile	1	0	30-70		7-13	5-8	ovate, narrowly ovate	cymes		2		green	lanceolate		6-7		pink	narrowly oblong			1.5	1	summer, fall			Original				0.695652174
Hylotelephium_subcapitatum	1	0	10-14		1.5-2.8	1-2	oblong-ovate, ovate, obovate	cymes		2		green	linear		6-7		white	oblanceolate, broadly oblanceolate			3	1	summer			Original				0.695652174
Hylotelephium_tatarinowii	1	0	8-15		1.2-3	3-7	oblanceolate, linear-oblanceolate	cymes		5-6		green	linear-lanceolate, triangular		4-5		white, pinkish	narrowly ovate, lanceolate			2	1	summer			Original				0.695652174
Hylotelephium_telephioides	1	0	30-100		6-10	2-4	elliptic-ovate, elliptic	cymes		1.5		green	triangular		5-6		pink	lanceolate-elliptic			1	1.2	fall			Original				0.695652174
Hylotelephium_telephium	1	0	30-60		3-6	1-2.5	oblong, elliptic-ovate, narrowly ovate	cymes		2		green	triangular		4-5		reddish-purple	oblong			0.7	1	summer, fall			Original				0.695652174
Hylotelephium_triphyllum	1	0	30-60		3-6	1-2.5	oblong, elliptic-ovate, narrowly ovate	cymes		2		green	triangular		4-5		reddish-purple	oblong			0.7	1	summer, fall			Original				0.695652174
